,Beer Names,Rating,Locations,Reviews,Users,City
8063,Green Flash Imperial IPA,5,"San Diego, California","Purchased at Cathedral City Liquor from Cathedral City, California for $6.99, Imperial IPA is a western style IIPA brewed by Green Flash Brewing Company from San Diego, California.

The air reveals pine and herbal hops as you drink. The appearance is an orange amber with a low white head. Light reveals a hazy body. The alcohol content is 9%.

A bitter hop take greets you along with an earthy pine resonance. Grapefruit flavors the body followed by a mango hue. Evergreen lightly colors the hop profile and an anise like spice gleams the drink. A woodsy touch accompanies the pine, mango, and malt comprehension.

Green Flash Brewing Company’s Imperial IPA is delectable. The bouquet of Summit and Nuggets give off the flavors you experience. The pine, grapefruit, mango, anise, and woodsy feel blend together into a beautiful, bitter IPA. The anise like spice accentuates the hop bitterness. The hop bitterness is not as powerful as a Stone IPA, but strong to please a fan of the western IPA style. At room temperature, the evergreen and woodsy tone highlights the complexion. I loved drinking this brew and delighted by its vibrant hop profile.

Cheers. Prost. Drink for the love of beer.

For more beer reviews, visit and like my blog “Drink For the Love of Beer.”",dflb,San Diego
8064,Firestone Walker Easy Jack,4.5,"Paso Robles, California",Great low ABV IPA.  Full of flavor.  Much better then Founders All Day IPA.,MoeSizlack,Paso Robles
8065,Lagunitas Giniper,4.6,"Petaluma, California",Clear rich golden with a thick white head. Big aroma of juniper and gin and a little minty herbal undertone. Smooth flavor that’s big and pale and sugary with a little gin and herbal undertones and light juniper berry. Big and complex and flavorful and gently minty and delightful.,onceblind,Petaluma
8066,FrauGruber / Dry & Bitter Slaves Of Convenience,4.7,"Gundelfingen , Bavaria","De Labirratorium. Viendo El Hombre en el Castillo 2x04. Birrotazo, con original perfil lupulado que mezcla notas herbales y florales superadictivas. Abv muy oculto. Unica pega: retrogusto corto",josanguapo,Gundelfingen 
8067,Destihl Dosvidanya Russian Imperial Stout (Vanilla Rye),4.9,"Normal, Illinois",Black pour with a thin tan head. Lovely nose that’s got some vanilla and dark robust toasty chocolaty tones with a little woody bourbon and chewy bready whiskey malt tones. Smooth flavor that’s dark and toasty and robust with big semisweet chocolate and loads of vanilla and lots of woody char and bourbon. Complex and tasty. Lots of dark chocolate and vanilla and bourbon,onceblind,Normal
8068,Offshoot Relax [It’s Just a Hazy IPA],4.5,"Placentia, California",Hazy light golden with a thin white cap. Nice fluffy and floral aroma with cool nuances of pineapple and apricot juice. Smooth flavor that’s pale and floral and tropical fruity. Complex and clean and amaze balls. Lots of fruity undertones without weird hop burn.,onceblind,Placentia
8069,Burning Sky Four Friends - The Kernel Iteration,4.6,"Firle, East Sussex","Keg at the Kernel - London. Pours clear gold-orange with a light, creamy white head. Incredible. Loads of peach, moderate acidity, a little woody, lemony tang. Light to medium bodied with fine, massaging carbonation. Clean, quenching finish, more restrained acidity, citrus, peach, apricot. Reminiscent of Fou Foune, but a bit more balanced. Brilliant from start to finish. Magnificent. ",Leighton,Firle
8070,Burning Sky / Oliver's / Mill's / Kernel Four Friends - The Blend,4.5,"Firle, East Sussex","Keg at the Kernel - London. Pours clear gold with a light, creamy white head. Superb. Great depth, sturdy acidity, light lemon, soft bitter grass, mellow lactic bite. Soft funk. Light to medium bodied with fine carbonation. Quenching finish with nips of drying pale wood, more lightly bitter grass, citric bite, lemon, balanced acidity. Unbelievably drinkable. Quite an achievement. ",Leighton,Firle
8071,Modern Times Fellowship Of Xul,4.8,"San Diego, California","Don;t even know how to start.  With all those hands in the pot this could have been a hot mess (though that's never expected of Modern Times) but it ended up being a perfectly balanced beer, and my favorite of over 2000 new beers in 2019!  I LOVE that the barrel adds to the beer but overpowers nothing.  Vanilla, barrel and peanut butter initially on the nose, cocoa and almond finish.  Coconut throughout.  Perfect thick smooth body.  This could not have been done any better than it was.",slowrunner77,San Diego
8072,Schramm's The Heart of Darkness,4.7,"Ferndale, Michigan","From bottle at the brewery. Ruby red color no head. Aroma is heavy honey, floral, light alcohol, wood notes?, red fruity, berries and cherries, no tartness in nose. Sweet and light acidic taste. Full oily to sticky body with flat carbonation.",rouhlas,Ferndale
8073,Schramm's Black Agnes,4.5,"Ferndale, Michigan","From bottle at the brewery. Dark red purplish color with no head. Aroma is sweet and tart fruity, berries - currants, honey, floral. Sweet and acidic taste like aroma. Medium oily body with flat carbonation.",rouhlas,Ferndale
8074,Delirium Tremens,5,"Melle, Belgium","One of my favorite beers. Strong aroma of fruits and herbs and a sweet taste with a bit of dryness. Great beer, worth a try.",qt01,Melle
8075,Funky Buddha Last Snow Porter,5,"Oakland Park, Florida",Absolutely love it it's like black coffee and a almond joy melted into one a great beer to warm you up in the winter months most definitely.,DraftTun20,Oakland Park
8076,Bottle Logic / J. Wakefield Layers Of Influence,4.5,"Anaheim, California","Sergey's hunt at Ash's, bottle; vintage 2019Black colour. Shockingly good blossom honey; extremely rich flavour, sweet chocolate sauce, honey, harmonious barrel, touch of marasca cherries.Work of art.",fiulijn,Anaheim
8077,Four Fires Plum Dichro,4.8,"Maumee, Ohio","Sample at Small City Taphouse on 11/9/19. Pours a clear dark purple color with a medium pink head. Aroma of sweet vanilla, dark fruit and honey. Sweet dark fruit and vanilla custard flavor with a dark fruit finish. Magical.",JaBier,Maumee
8078,Equilibrium Einstein's Favorite,4.7,"Middletown, New York",Sample at Small City Taphouse on 11/9/19. Pours opaque orange with a medium white head. The nose is straight up creamsicle. Malt and orange flavor with a profound vanilla finish. Great stuff!,JaBier,Middletown
8079,Untitled Art / Mikerphone Barrel Aged Hazelnut Stout,4.6,"Waunakee, Wisconsin","On tap at Small City Taphouse on 11/9/19. Black pour with a thick tan head. Aroma of malt, chocolate, hazelnut, vanilla and slight bourbon. Malty and chocolatey flavor with hazelnut and bourbon accents before a vanilla and coconut(?!) finish. Really tasty.",JaBier,Waunakee
8080,Forgotten Boardwalk Pocket Trick,4.5,"Cherry Hill, New Jersey",Very good beer. Loved the taste when it hits the tongue. It’s lighter for an IPA but still has solid flavor.,cjgaertner,Cherry Hill
8081,Arvon Harbor Beach,4.5,"Grandville, Michigan","Draft at 8 Degrees Plato. Pours a hazy, almost cloudy, yellow gold with a full finger of white foam that lingers. Pungent nose with citrus, melon, mango and some great yeast action aromas as well. Very in the realm of Monkish or Trillium on the nose. Super inviting. Clean palate...more citrus, papaya, star fruit. Lingering dank, pine & fruit. No hopburn at all, good tropical fruit notes throughout and a little dryness and bitterness on the finish. Fantastic.",willisread,Grandville
8082,Toppling Goliath Kettle Clogger,4.5,"Decorah, Iowa","22oz bottle pours a clear, starbright dark gold, filmy white head.  Nose is dank, honey and flowers first, grass, stinky armpit, vinous too.  Lots happening.  Sweat sock even.  Flavor has all those dank, ripe, BO characteristics, grassy, garlic scapes, some fruit though to help, melon here.  Creamy finish with low bitterness.  Crazy drinkable.  Really nice experience start to finish.",nimbleprop,Decorah
8083,Cigar City Guayabera Citra Pale Ale,5,"Tampa, Florida","Nice ipa. Like cigar city jai alai, my favorite aroma, with tangerine, lime taste. Like body. Strongly recommend.",beer3000,Tampa
8084,Avery Barrel-Aged Series 43 - Tequilacerbus,4.6,"Boulder, Colorado","12 oz. bottle from Total Wine, Raleigh, NC (North Hills).  Bottled March 17, 2017.  Murky brackish orange pour with a creamy off-white head.  Aroma of lime zest, apple cider vinegar, and oak.  Taste is outstanding with tons of fresh lime, salt, agave, and oak.  Really everything you could hope for from a beer aged in tequila barrels.  A great beer!!",zizzybalubba,Boulder
8085,Sante Adairius Mystery Solved ,4.5,"Capitola, California","Bottle, hazy golden yellow with full head. Nice lacing. Nose and flavor are Sea shells, lactic lemonade, rain water, inner sprees, Sara’s salty hole, minerals, vitamins, Hill saison. Pure grossness",PhillyCraft,Capitola
8086,Southern Tier Blackwater Series: Creme Brulee Stout,4.5,"Lakewood, New York",Dark pour with thick foam. Sweet smell of caramel and butterscotch. Taste is sweet with a hint of hops. Very good and delicious  Amazing!!!,Susie33,Lakewood
8087,Anchorage Bitter Monk Belgian Style Double IPA,4.6,"Anchorage, Alaska",Bottle: Poured a bright yellow color ale with a large pure white foamy head with good retention and some lacing. Aroma of funky Brett notes with some hoppy floral notes is super enjoyable. Taste is a mix of Brett notes with nice funky notes that pairs well with floral hoppy notes with a dry finish. Body is full with good level of carbonation. This is indeed a world-class Belgian style IPA saison. High level of drinkability with good level of complexity.,Boutip,Anchorage
8088,Dépareillée Pépé,4.5,"Yamachiche, Quebec","★★★★½
Du poivre au nez.
On aime découvrir de bons produits qui nous en mettent plein la vue, plein la bouche ou même plein le nez. Cette blonde bien poivrée nous impressionne par sa douceur épicée. J'aurais peut-être aimé y retrouver un peu plus de punch en finale, mais je dois dire que j'ai grandement apprécié cette bière.",drinkerdiary,Yamachiche
8089,Woodstock Casey Jones Vanilla Porter,4.7,"Woodstock, Virginia","Really enjoyed this on tap at brewpub which had a very cool vibe in a nicely repurposed small factory building. Just don't park under the bird-poop-laden radio tower, ha! This beer is a better than average Porter with a substantial roasted malt aroma and flavor.",grundsow,Woodstock
8090,Voodoo Зангиеф - Templeton Rye Whiskey,4.5,"Meadville, Pennsylvania","Dark & Wild City. Oak, whiskey barrel and booze. Chocolate, cocoa and earthy taste, slightly boozy, maple and oak, lovely texture, creamy, oily and thick, just a little bit warming. Amazing drink.",Trolleo,Meadville
8091,AleSmith Islander Joy Speedway Stout,4.5,"San Diego, California","750ml bottle. Smooth, sweetish and slightly roasty with loads of coconut, cocoa, vanilla, coffee, hops and chocolate, hints of bourbon. Super well balanced mix of a tasty pastry stout and Speedway. Great stuff.",tiong,San Diego
8092,Marston's Harpers Toffee Ale,4.9,"Atherstone, Warwickshire","A bit very beautiful dark ale, lovely colour and a really stunning toffee flavour
",WortMeister46,Atherstone
8093,Revolution Deth by Plums ,4.5,"Chicago, Illinois","Pours black with a medium, dark tan head.  Chocolate and roasted malt are potent in the aroma.  Moderate plum and light licorice are found as well.  The taste is sweet, but not overly so.  Chocolate and roasted elements provide a base for the plum that really pops here.  Underneath are milder licorice, whiskey, molasses, raisin, and traces of oak.  Roasted and plum finish.  Medium in body and with a creamy texture.  Its also remarkably easy drinking, with the overall result is that its wonderfully delicious.  I must consider this among the best beers I've ever had.  It might even top the list.",Scipio,Chicago
8094,Golden Road Tequila Barrel-Aged Berliner Weisse,5,"Los Angeles, California","Acquired at Sams Market from Joshua Tree, California for $15.99, Tequila Barrel-Aged Berliner Weisse is a wheat ale infused with raspberries crafted by Golden Road Brewing from Los Angeles, California.

The scent of raspberries, lemon, and tequila are felt upon the nose. The appearance is a reddish purple with a low white head. When held up to light, a ruby red hue glows. The alcohol content is 5.5%.

Raspberries fairly sweetens the complexion and lightly tarts the take. Lemon sours the comprehension while citrusy to the touch. Tequila smoothens and tones the drink. Wheat textures the mouthfeel and brings out the raspberries. Oak is sensible upon the tequila and raspberry blend.

Tequila Barrel-Aged Berliner Weisse is a thrilling Berliner Weisse. The raspberries, lemon, tequila, and oak come together into a delicious craft beer. Raspberries and lemon provide a splendid interplay of sour and tart notes. Reposado tequila is discerned which compliments the raspberry and oak notes. The sour and tart are drinkable and easy to experience. I cherished every single drink and enthused by its depth. I would put this down as a bucket list beer.

Cheers. Prost. Drink for the love of beer.

For more beer reviews, visit and like my blog “Drink For the Love of Beer.”",dflb,Los Angeles
8095,Modern Times Monster Tones,4.6,"San Diego, California","From backlog. Taster from bottle at bottleshare, Escondido, Ca.
Black with little light brown head. Roasted malts, coffee, maple, coconut, vanilla, bourbon, chocolate, well balanced.",ChrisOfstad,San Diego
